Label,Brand,Name,Price,Rank,Ingredients,Combination,Dry,Normal,Oily,Sensitive,ALL_SKIN_TYPES_COUNT,Suitable_For_All_Skin
Cleanser,KIEHL'S SINCE 1851,KIEHL'S SINCE 1851 Gentle Skin Cleanser #1085,51.31,4.3,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",1,1,1,1,1,5,Yes
Moisturizer,THE ORDINARY,THE ORDINARY The True Cream Aqua Bomb #1086,19.56,4.4,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,0,1,1,0,3,No
Cleanser,HERBIVORE,HERBIVORE Gentle Skin Cleanser #1087,72.59,4.0,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,1,1,1,0,4,No
Sun Protect,SUPERGOOP!,SUPERGOOP! City Sunscreen Serum #1088,31.95,3.9,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,1,1,1,1,5,Yes
Cleanser,KATE SOMERVILLE,KATE SOMERVILLE Special Cleansing Gel #1089,109.46,4.1,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,1,1,1,1,5,Yes
Eye Cream,ESTÉE LAUDER,ESTÉE LAUDER Concentrate Eye Cream #1090,42.77,3.8,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",1,1,1,1,0,4,No
Treatment,BIOSSANCE,BIOSSANCE Luna Sleeping Night Oil #1091,51.72,3.6,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,1,0,1,0,3,No
Treatment,BELIF,BELIF Retinol Reform #1092,102.53,3.9,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,1,0,1,1,4,No
Sun Protect,YOUTH TO THE PEOPLE,YOUTH TO THE PEOPLE UV Clear Broad-Spectrum #1093,95.73,3.8,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,1,0,1,1,4,No
Cleanser,TULA,TULA Green Clean Makeup Mending Cleansing Balm #1094,60.2,4.6,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",0,1,1,0,0,2,No
Eye Cream,KORA ORGANICS,KORA ORGANICS Autocorrect Brightening Eye Cream #1095,105.83,4.3,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,0,1,1,0,3,No
Cleanser,OLEHENRIKSEN,OLEHENRIKSEN Micellar Cleansing Water #1096,58.06,4.1,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,1,1,1,0,4,No
Moisturizer,GLOW RECIPE,GLOW RECIPE Ultra Facial Cream #1097,97.77,4.1,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,1,1,1,1,5,Yes
Cleanser,OLEHENRIKSEN,OLEHENRIKSEN Green Clean Makeup Mending Cleansing Balm #1098,64.49,4.4,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,1,0,1,0,3,No
Moisturizer,BIOSSANCE,BIOSSANCE Protini Polypeptide Cream #1099,51.38,4.8,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,0,0,1,1,3,No
Treatment,LANEIGE,LANEIGE Luna Sleeping Night Oil #1100,43.07,4.3,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,0,1,1,1,4,No
Moisturizer,PAULA'S CHOICE,PAULA'S CHOICE Protini Polypeptide Cream #1101,67.0,3.5,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",0,1,1,1,0,3,No
Face Mask,SEPHORA COLLECTION,SEPHORA COLLECTION Superberry Hydrate + Glow Dream Mask #1102,11.67,4.4,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,0,0,0,0,1,No
Face Mask,KORA ORGANICS,KORA ORGANICS Charcoal Pore Minimizing Mask #1103,33.15,4.6,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,1,1,0,0,3,No
Cleanser,TULA,TULA Foaming Facial Cleanser #1104,83.02,3.4,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",0,1,1,1,1,4,No
Treatment,FARMACY,FARMACY Niacinamide 10% + Zinc 1% #1105,67.18,4.6,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,0,1,0,1,3,No
Eye Cream,BIOSSANCE,BIOSSANCE Peptide Eye Complex #1106,30.88,3.4,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,1,0,1,1,4,No
Face Mask,CAUDALIE,CAUDALIE Jet Lag Mask #1107,34.45,4.1,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,0,1,1,0,3,No
Sun Protect,CAUDALIE,CAUDALIE Unseen Sunscreen SPF 40 #1108,70.68,3.7,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",0,1,0,1,0,2,No
Sun Protect,DRUNK ELEPHANT,DRUNK ELEPHANT Defense Refresh Setting Mist #1109,33.6,4.5,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",0,1,1,1,1,4,No
Cleanser,SEPHORA COLLECTION,SEPHORA COLLECTION Micellar Cleansing Water #1110,13.47,3.8,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,1,1,1,0,4,No
Treatment,DRUNK ELEPHANT,DRUNK ELEPHANT Retinol Reform #1111,76.4,4.5,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",0,1,1,1,1,4,No
Face Mask,SK-II,SK-II Water Sleeping Mask #1112,370.6,3.8,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,1,1,0,0,3,No
Treatment,TULA,TULA BHA Liquid Exfoliant #1113,83.71,3.5,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",0,1,0,1,0,2,No
Treatment,TULA,TULA Luna Sleeping Night Oil #1114,76.0,4.8,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,0,1,1,0,3,No
Moisturizer,DRAUNK ELEPHANT,DRAUNK ELEPHANT Protini Polypeptide Cream #1115,47.63,4.1,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,1,1,0,1,4,No
Sun Protect,ORIGINS,ORIGINS Mineral Mattescreen SPF 30 #1116,29.48,3.8,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",0,1,1,1,1,4,No
Eye Cream,LA MER,LA MER Concentrate Eye Cream #1117,193.77,3.9,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,1,0,0,0,2,No
Sun Protect,BIOSSANCE,BIOSSANCE City Sunscreen Serum #1118,58.65,4.4,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,1,1,1,0,4,No
Sun Protect,KORA ORGANICS,KORA ORGANICS City Sunscreen Serum #1119,50.15,4.5,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",0,1,1,0,0,2,No
Eye Cream,KORA ORGANICS,KORA ORGANICS Avocado Melt Retinol Eye Cream #1120,109.64,3.4,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",0,1,0,0,1,2,No
Eye Cream,FARMACY,FARMACY Banana Bright Eye Crème #1121,58.03,3.7,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",1,1,1,1,1,5,Yes
Treatment,ESTÉE LAUDER,ESTÉE LAUDER Hyaluronic Acid 2% + B5 #1122,101.44,3.8,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,0,0,0,1,2,No
Face Mask,DERMALOGICA,DERMALOGICA Superberry Hydrate + Glow Dream Mask #1123,95.05,4.1,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",0,0,1,1,1,3,No
Sun Protect,GLOW RECIPE,GLOW RECIPE Hydro UV Defense SPF 50 #1124,102.03,4.0,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",0,1,0,0,1,2,No
Eye Cream,PAULA'S CHOICE,PAULA'S CHOICE Autocorrect Brightening Eye Cream #1125,76.43,4.2,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",0,1,1,0,0,2,No
Eye Cream,MARIO BADESCU,MARIO BADESCU Peptide Eye Complex #1126,31.82,4.0,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",0,1,1,1,0,3,No
Sun Protect,THE ORDINARY,THE ORDINARY Mineral Mattescreen SPF 30 #1127,14.08,4.5,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,1,1,1,1,5,Yes
Cleanser,DERMALOGICA,DERMALOGICA Micellar Cleansing Water #1128,45.07,4.3,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,1,1,1,0,4,No
Cleanser,DERMALOGICA,DERMALOGICA Green Clean Makeup Mending Cleansing Balm #1129,24.59,3.4,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",0,1,0,1,1,3,No
Treatment,KATE SOMERVILLE,KATE SOMERVILLE Good Genes All-In-One Lactic Acid #1130,85.56,4.3,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,1,0,1,0,3,No
Face Mask,DRUNK ELEPHANT,DRUNK ELEPHANT Superberry Hydrate + Glow Dream Mask #1131,58.35,4.8,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",0,1,1,1,0,3,No
Treatment,FARMACY,FARMACY Retinol Reform #1132,55.52,4.4,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,1,1,1,1,5,Yes
Treatment,SUNDAY RILEY,SUNDAY RILEY Niacinamide 10% + Zinc 1% #1133,101.33,4.1,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,0,1,1,0,3,No
Face Mask,SHISEIDO,SHISEIDO Clay Detox Mask #1134,47.68,3.5,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,0,1,0,0,2,No
Eye Cream,MURAD,MURAD Peptide Eye Complex #1135,49.04,4.8,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,1,0,1,0,3,No
Sun Protect,CLINIQUE,CLINIQUE Mineral Mattescreen SPF 30 #1136,76.24,4.7,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,1,1,1,0,4,No
Eye Cream,LA MER,LA MER Concentrate Eye Cream #1137,200.61,4.2,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",0,1,1,1,0,3,No
Eye Cream,TULA,TULA Concentrate Eye Cream #1138,69.01,4.0,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,1,1,1,1,5,Yes
Moisturizer,SUNDAY RILEY,SUNDAY RILEY Lala Retro Whipped Cream #1139,43.33,3.7,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,1,1,1,1,5,Yes
Face Mask,LA MER,LA MER Charcoal Pore Minimizing Mask #1140,311.41,4.6,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,1,1,1,1,5,Yes
Sun Protect,BELIF,BELIF City Sunscreen Serum #1141,67.64,3.8,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,1,0,0,0,2,No
Treatment,GLOW RECIPE,GLOW RECIPE BHA Liquid Exfoliant #1142,43.64,4.5,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,0,1,1,0,3,No
Sun Protect,SUNDAY RILEY,SUNDAY RILEY Mineral Mattescreen SPF 30 #1143,68.94,3.5,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,1,0,1,1,4,No
Treatment,SUNDAY RILEY,SUNDAY RILEY BHA Liquid Exfoliant #1144,65.13,4.1,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,1,1,1,0,4,No
Eye Cream,LA MER,LA MER Lightful C Eye Cream #1145,219.63,4.8,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",0,1,0,1,0,2,No
Face Mask,HERBIVORE,HERBIVORE Babyfacial AHA/BHA Mask #1146,78.28,3.9,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,0,1,0,0,2,No
Treatment,TULA,TULA Resurfacing Serum #1147,77.83,3.6,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",0,1,1,1,1,4,No
Cleanser,GLOW RECIPE,GLOW RECIPE Green Clean Makeup Mending Cleansing Balm #1148,89.4,4.4,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",0,0,1,0,1,2,No
Cleanser,ESTÉE LAUDER,ESTÉE LAUDER Superfood Antioxidant Cleanser #1149,67.15,3.9,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",0,1,1,0,0,2,No
Treatment,FRESH,FRESH BHA Liquid Exfoliant #1150,89.91,4.6,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,0,0,1,0,2,No
Cleanser,SHISEIDO,SHISEIDO Micellar Cleansing Water #1151,104.35,4.7,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,0,1,1,0,3,No
Face Mask,FIRST AID BEAUTY,FIRST AID BEAUTY Babyfacial AHA/BHA Mask #1152,72.44,4.5,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",0,1,0,1,0,2,No
Face Mask,HERBIVORE,HERBIVORE Jet Lag Mask #1153,94.39,3.7,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,0,1,1,0,3,No
Face Mask,BIOSSANCE,BIOSSANCE Superberry Hydrate + Glow Dream Mask #1154,71.99,4.5,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",0,0,1,1,0,2,No
Cleanser,ORIGINS,ORIGINS Micellar Cleansing Water #1155,104.97,4.3,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",0,1,1,1,1,4,No
Moisturizer,BELIF,BELIF Crème de la Mer #1156,79.01,3.8,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",0,0,1,1,0,2,No
Sun Protect,SUNDAY RILEY,SUNDAY RILEY City Sunscreen Serum #1157,108.04,4.5,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,0,1,1,1,4,No
Cleanser,ORIGINS,ORIGINS Superfood Antioxidant Cleanser #1158,71.87,4.6,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,1,1,1,0,4,No
Face Mask,ESTÉE LAUDER,ESTÉE LAUDER Water Sleeping Mask #1159,51.63,3.7,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,1,1,1,1,5,Yes
Cleanser,FARMACY,FARMACY Foaming Facial Cleanser #1160,60.75,4.6,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",1,0,1,1,1,4,No
Eye Cream,ORIGINS,ORIGINS Lightful C Eye Cream #1161,66.31,4.3,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,1,1,1,0,4,No
Eye Cream,KIEHL'S SINCE 1851,KIEHL'S SINCE 1851 Lightful C Eye Cream #1162,103.33,4.3,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,1,1,1,1,5,Yes
Sun Protect,SEPHORA COLLECTION,SEPHORA COLLECTION Hydro UV Defense SPF 50 #1163,11.96,3.7,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,1,0,1,1,4,No
Eye Cream,CAUDALIE,CAUDALIE Banana Bright Eye Crème #1164,77.64,4.0,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",1,0,0,0,0,1,No
Cleanser,ORIGINS,ORIGINS Micellar Cleansing Water #1165,80.21,3.7,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,1,1,0,0,3,No
Treatment,GLOW RECIPE,GLOW RECIPE Good Genes All-In-One Lactic Acid #1166,26.26,4.3,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",1,0,1,1,0,3,No
Cleanser,ESTÉE LAUDER,ESTÉE LAUDER Special Cleansing Gel #1167,50.05,4.0,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,1,1,1,0,4,No
Face Mask,FARMACY,FARMACY Charcoal Pore Minimizing Mask #1168,105.53,3.4,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,1,1,1,1,5,Yes
Face Mask,LANCÔME,LANCÔME Water Sleeping Mask #1169,90.3,4.3,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",1,1,1,0,0,3,No
Moisturizer,LANEIGE,LANEIGE Dewy Skin Cream #1170,54.82,4.9,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,1,1,1,1,5,Yes
Treatment,TULA,TULA Good Genes All-In-One Lactic Acid #1171,105.26,3.4,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",0,1,1,1,0,3,No
Treatment,SUNDAY RILEY,SUNDAY RILEY Hyaluronic Acid 2% + B5 #1172,105.35,4.4,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,1,0,1,0,3,No
Sun Protect,ORIGINS,ORIGINS Unseen Sunscreen SPF 40 #1173,36.1,3.8,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,1,1,0,1,4,No
Moisturizer,TATCHA,TATCHA Dewy Skin Cream #1174,327.69,4.7,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,0,0,0,1,2,No
Cleanser,GLOW RECIPE,GLOW RECIPE Gentle Skin Cleanser #1175,87.81,4.6,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,1,1,1,1,5,Yes
Cleanser,FIRST AID BEAUTY,FIRST AID BEAUTY Foaming Facial Cleanser #1176,77.78,4.8,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,1,1,1,1,5,Yes
Face Mask,DRUNK ELEPHANT,DRUNK ELEPHANT Sheet Mask Hydrating #1177,98.99,4.8,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",0,1,1,1,1,4,No
Treatment,PAULA'S CHOICE,PAULA'S CHOICE Good Genes All-In-One Lactic Acid #1178,60.11,3.5,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",0,1,0,0,1,2,No
Treatment,MARIO BADESCU,MARIO BADESCU Niacinamide 10% + Zinc 1% #1179,101.36,3.8,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,1,0,1,0,3,No
Cleanser,PAULA'S CHOICE,PAULA'S CHOICE Gentle Skin Cleanser #1180,93.27,3.6,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,1,0,1,1,4,No
Cleanser,PAULA'S CHOICE,PAULA'S CHOICE Superfood Antioxidant Cleanser #1181,39.88,4.4,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",0,0,1,1,1,3,No
Treatment,SEPHORA COLLECTION,SEPHORA COLLECTION Luna Sleeping Night Oil #1182,18.22,4.6,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,1,1,1,0,4,No
Sun Protect,DRUNK ELEPHANT,DRUNK ELEPHANT Mineral Mattescreen SPF 30 #1183,37.92,3.9,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",0,1,1,0,1,3,No
Face Mask,ESTÉE LAUDER,ESTÉE LAUDER Babyfacial AHA/BHA Mask #1184,77.43,4.2,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",1,0,1,0,0,2,No
Treatment,LANEIGE,LANEIGE Niacinamide 10% + Zinc 1% #1185,81.04,4.4,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,1,1,1,1,5,Yes
Eye Cream,CLINIQUE,CLINIQUE Banana Bright Eye Crème #1186,43.53,4.1,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",1,0,1,1,0,3,No
Face Mask,KORA ORGANICS,KORA ORGANICS Clay Detox Mask #1187,108.65,3.5,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,1,1,0,0,3,No
Moisturizer,LANCÔME,LANCÔME Lala Retro Whipped Cream #1188,69.2,4.6,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,0,1,0,0,2,No
Cleanser,BELIF,BELIF Gentle Skin Cleanser #1189,78.6,4.7,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,1,1,1,1,5,Yes
Face Mask,CAUDALIE,CAUDALIE Babyfacial AHA/BHA Mask #1190,101.48,4.9,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",0,0,1,1,1,3,No
Moisturizer,SHISEIDO,SHISEIDO C-Firma Fresh Day Serum #1191,81.46,3.7,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,1,0,0,0,2,No
Face Mask,FRESH,FRESH Charcoal Pore Minimizing Mask #1192,107.6,4.9,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",0,1,0,1,0,2,No
Cleanser,OLEHENRIKSEN,OLEHENRIKSEN Green Clean Makeup Mending Cleansing Balm #1193,43.46,4.8,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",0,1,1,0,1,3,No
Cleanser,HERBIVORE,HERBIVORE Kalie Squalane Cleanser #1194,24.93,3.6,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,1,1,1,0,4,No
Moisturizer,KATE SOMERVILLE,KATE SOMERVILLE Dewy Skin Cream #1195,63.08,3.5,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,0,1,1,0,3,No
Moisturizer,DERMALOGICA,DERMALOGICA Midnight Recovery Concentrate #1196,74.31,4.7,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",0,0,1,1,1,3,No
Sun Protect,MURAD,MURAD Mineral Mattescreen SPF 30 #1197,98.77,4.4,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",0,1,1,1,0,3,No
Sun Protect,HERBIVORE,HERBIVORE City Sunscreen Serum #1198,79.06,3.9,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,0,1,1,1,4,No
Sun Protect,LANEIGE,LANEIGE Mineral Mattescreen SPF 30 #1199,74.38,3.7,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,1,0,1,1,4,No
Moisturizer,BELIF,BELIF Dewy Skin Cream #1200,96.09,4.4,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",1,1,1,1,1,5,Yes
Face Mask,DRUNK ELEPHANT,DRUNK ELEPHANT Superberry Hydrate + Glow Dream Mask #1201,79.65,4.1,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,1,0,1,0,3,No
Eye Cream,GLOW RECIPE,GLOW RECIPE Banana Bright Eye Crème #1202,78.22,3.9,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",0,1,0,1,0,2,No
Sun Protect,OLEHENRIKSEN,OLEHENRIKSEN City Sunscreen Serum #1203,107.73,3.8,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,0,0,1,0,2,No
Cleanser,ORIGINS,ORIGINS Foaming Facial Cleanser #1204,88.79,4.6,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",0,1,1,1,0,3,No
Treatment,FIRST AID BEAUTY,FIRST AID BEAUTY Good Genes All-In-One Lactic Acid #1205,102.62,3.5,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,1,1,1,0,4,No
